date,tariff,rule,alpha,flex_share,L0_kWh,L_shifted_kWh,shift_potential_kWh,shift_out_kWh,shift_in_kWh,unallocated_shift_kWh,emission_base_kgCO2,emission_shifted_kgCO2,cost_base_EUR,cost_shifted_EUR,max_L0_kWh,max_L_shifted_kWh,daily_peak_cap_kWh,ramp_limit_kWh,ramp_violation,peak_violation,max_energy_difference_kWh,emission_reduction_kgCO2,cost_change_EUR,energy_conservation_error_kWh
2023-04-28,flat,C,0.25,0.15,13.885,13.885,0.31229999999999997,0.3123,0.3123,-5.551115123125783e-17,2.41805949,2.3863206585,1.4955475645833332,1.4955475645833332,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,0.0,0.03173883150000023,0.0,0.0
2023-04-28,flat,C,0.25,0.2,13.885,13.885,0.4164,0.4164,0.4164,0.0,2.41805949,2.375741048,1.4955475645833332,1.4955475645833332,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,0.04231844200000001,0.0,0.0
2023-04-28,flat,C,0.5,0.1,13.885,13.885,0.2082,0.2082,0.2082,0.0,2.41805949,2.396900269,1.4955475645833332,1.4955475645833332,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-3.552713678800501e-15,0.021159221000000006,0.0,0.0
2023-04-28,flat,C,0.5,0.15,13.885,13.885,0.31229999999999997,0.3123,0.3123,-5.551115123125783e-17,2.41805949,2.3863206585,1.4955475645833332,1.4955475645833332,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,0.0,0.03173883150000023,0.0,0.0
2023-04-28,flat,C,0.5,0.2,13.885,13.885,0.4164,0.4164,0.4164,0.0,2.41805949,2.375741048,1.4955475645833332,1.4955475645833332,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,0.04231844200000001,0.0,0.0
2023-04-28,flat,C,0.75,0.1,13.885,13.885,0.2082,0.2082,0.2082,0.0,2.41805949,2.396900269,1.4955475645833332,1.4955475645833332,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-3.552713678800501e-15,0.021159221000000006,0.0,0.0
2023-04-28,flat,C,0.75,0.15,13.885,13.885,0.31229999999999997,0.3123,0.3123,-5.551115123125783e-17,2.41805949,2.3863206585,1.4955475645833332,1.4955475645833332,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,0.0,0.03173883150000023,0.0,0.0
2023-04-28,flat,C,0.75,0.2,13.885,13.885,0.4164,0.4164,0.4164,0.0,2.41805949,2.375741048,1.4955475645833332,1.4955475645833332,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,0.04231844200000001,0.0,0.0
2023-04-28,flat,C,1.0,0.1,13.885,13.885,0.2082,0.2082,0.2082,0.0,2.41805949,2.396900269,1.4955475645833332,1.4955475645833332,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-3.552713678800501e-15,0.021159221000000006,0.0,0.0
2023-04-28,flat,C,1.0,0.15,13.885,13.885,0.31229999999999997,0.3123,0.3123,-5.551115123125783e-17,2.41805949,2.3863206585,1.4955475645833332,1.4955475645833332,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,0.0,0.03173883150000023,0.0,0.0
2023-04-28,flat,C,1.0,0.2,13.885,13.885,0.4164,0.4164,0.4164,0.0,2.41805949,2.375741048,1.4955475645833332,1.4955475645833332,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,0.04231844200000001,0.0,0.0
2023-04-28,rtp,A,,0.1,13.885,13.885,0.1831,0.1831,0.1831,0.0,2.41805949,2.408183689,1.5173408999999998,1.508968959,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,0.0,0.009875801000000184,-0.008371940999999827,0.0
2023-04-28,rtp,A,,0.15,13.885,13.885,0.27464999999999995,0.27464999999999995,0.27464999999999995,-5.551115123125783e-17,2.41805949,2.4032457885,1.5173408999999998,1.5047829885,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,0.014813701500000054,-0.012557911499999852,0.0
2023-04-28,rtp,A,,0.2,13.885,13.885,0.3662,0.3662,0.3662,0.0,2.41805949,2.3983078879999997,1.5173408999999998,1.500597018,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,0.019751602000000368,-0.016743881999999877,0.0
2023-04-28,rtp,B,,0.1,13.885,13.885,0.2082,0.2082,0.2082,0.0,2.41805949,2.396900269,1.5173408999999998,1.5114477099999999,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-3.552713678800501e-15,0.021159221000000006,-0.005893189999999882,0.0
2023-04-28,rtp,B,,0.15,13.885,13.885,0.31229999999999997,0.3123,0.3123,-5.551115123125783e-17,2.41805949,2.3863206585,1.5173408999999998,1.5085011149999998,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,0.0,0.03173883150000023,-0.008839784999999933,0.0
2023-04-28,rtp,B,,0.2,13.885,13.885,0.4164,0.4164,0.4164,0.0,2.41805949,2.375741048,1.5173408999999998,1.5055545199999998,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,0.04231844200000001,-0.011786379999999985,0.0
2023-04-28,rtp,C,0.0,0.1,13.885,13.885,0.1831,0.1831,0.1831,0.0,2.41805949,2.408183689,1.5173408999999998,1.508968959,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,0.0,0.009875801000000184,-0.008371940999999827,0.0
2023-04-28,rtp,C,0.0,0.15,13.885,13.885,0.27464999999999995,0.27464999999999995,0.27464999999999995,-5.551115123125783e-17,2.41805949,2.4032457885,1.5173408999999998,1.5047829885,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,0.014813701500000054,-0.012557911499999852,0.0
2023-04-28,rtp,C,0.0,0.2,13.885,13.885,0.3662,0.3662,0.3662,0.0,2.41805949,2.3983078879999997,1.5173408999999998,1.500597018,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,0.019751602000000368,-0.016743881999999877,0.0
2023-04-28,rtp,C,0.25,0.1,13.885,13.885,0.1889,0.1889,0.1889,0.0,2.41805949,2.4057739049999998,1.5173408999999998,1.5089661589999999,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,0.01228558500000032,-0.008374740999999908,0.0
2023-04-28,rtp,C,0.25,0.15,13.885,13.885,0.28335,0.28335,0.28335,0.0,2.41805949,2.3996311125,1.5173408999999998,1.5047787885,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,0.01842837750000026,-0.012562111499999862,0.0
2023-04-28,rtp,C,0.25,0.2,13.885,13.885,0.3778,0.3778,0.3778,0.0,2.41805949,2.39348832,1.5173408999999998,1.500591418,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,0.024571170000000198,-0.016749481999999816,0.0
2023-04-28,rtp,C,0.5,0.1,13.885,13.885,0.24830000000000002,0.24830000000000002,0.24830000000000002,0.0,2.41805949,2.394241369,1.5173408999999998,1.508029707,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,0.023818121000000136,-0.009311192999999829,0.0
2023-04-28,rtp,C,0.5,0.15,13.885,13.885,0.37244999999999995,0.37245,0.37245,-5.551115123125783e-17,2.41805949,2.3823323085,1.5173408999999998,1.5033741104999998,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-3.552713678800501e-15,0.03572718149999998,-0.013966789499999965,0.0
2023-04-28,rtp,C,0.5,0.2,13.885,13.885,0.49660000000000004,0.49660000000000004,0.49660000000000004,0.0,2.41805949,2.370423248,1.5173408999999998,1.498718514,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,0.04763624200000027,-0.01862238599999988,0.0
2023-04-28,rtp,C,0.75,0.1,13.885,13.885,0.24830000000000002,0.24830000000000002,0.2483,0.0,2.41805949,2.394241369,1.5173408999999998,1.508029707,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,0.023818121000000136,-0.009311192999999829,0.0
2023-04-28,rtp,C,0.75,0.15,13.885,13.885,0.37244999999999995,0.37245,0.37244999999999995,-5.551115123125783e-17,2.41805949,2.3823323085,1.5173408999999998,1.5033741104999998,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-3.552713678800501e-15,0.03572718149999998,-0.013966789499999965,0.0
2023-04-28,rtp,C,0.75,0.2,13.885,13.885,0.49660000000000004,0.49660000000000004,0.4966,0.0,2.41805949,2.370423248,1.5173408999999998,1.498718514,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,0.04763624200000027,-0.01862238599999988,0.0
2023-04-28,rtp,C,1.0,0.1,13.885,13.885,0.2082,0.2082,0.2082,0.0,2.41805949,2.396900269,1.5173408999999998,1.5114477099999999,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-3.552713678800501e-15,0.021159221000000006,-0.005893189999999882,0.0
2023-04-28,rtp,C,1.0,0.15,13.885,13.885,0.31229999999999997,0.3123,0.3123,-5.551115123125783e-17,2.41805949,2.3863206585,1.5173408999999998,1.5085011149999998,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,0.0,0.03173883150000023,-0.008839784999999933,0.0
2023-04-28,rtp,C,1.0,0.2,13.885,13.885,0.4164,0.4164,0.4164,0.0,2.41805949,2.375741048,1.5173408999999998,1.5055545199999998,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,0.04231844200000001,-0.011786379999999985,0.0
2023-04-28,tou,A,,0.1,13.885,13.885,0.1462,0.14620000000000002,0.1462,0.0,2.41805949,2.427191605,1.4900295999999997,1.488639575384615,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,-0.009132114999999885,-0.0013900246153846219,0.0
2023-04-28,tou,A,,0.15,13.885,13.885,0.2193,0.2193,0.2193,0.0,2.41805949,2.4317576625,1.4900295999999997,1.4879445630769228,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,-0.013698172499999828,-0.0020850369230769328,0.0
2023-04-28,tou,A,,0.2,13.885,13.885,0.2924,0.29240000000000005,0.2924,0.0,2.41805949,2.43632372,1.4900295999999997,1.4872495507692305,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,-0.01826422999999977,-0.0027800492307692437,0.0
2023-04-28,tou,B,,0.1,13.885,13.885,0.2082,0.2082,0.2082,0.0,2.41805949,2.396900269,1.4900295999999997,1.4896636484615382,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-3.552713678800501e-15,0.021159221000000006,-0.0003659515384615286,0.0
2023-04-28,tou,B,,0.15,13.885,13.885,0.31229999999999997,0.3123,0.3123,-5.551115123125783e-17,2.41805949,2.3863206585,1.4900295999999997,1.4894806726923076,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,0.0,0.03173883150000023,-0.0005489273076921819,0.0
2023-04-28,tou,B,,0.2,13.885,13.885,0.4164,0.4164,0.4164,0.0,2.41805949,2.375741048,1.4900295999999997,1.4892976969230767,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,0.04231844200000001,-0.0007319030769230572,0.0
2023-04-28,tou,C,0.0,0.1,13.885,13.885,0.1462,0.14620000000000002,0.1462,0.0,2.41805949,2.427191605,1.4900295999999997,1.488639575384615,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,-0.009132114999999885,-0.0013900246153846219,0.0
2023-04-28,tou,C,0.0,0.15,13.885,13.885,0.2193,0.2193,0.2193,0.0,2.41805949,2.4317576625,1.4900295999999997,1.4879445630769228,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,-0.013698172499999828,-0.0020850369230769328,0.0
2023-04-28,tou,C,0.0,0.2,13.885,13.885,0.2924,0.29240000000000005,0.2924,0.0,2.41805949,2.43632372,1.4900295999999997,1.4872495507692305,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,-0.01826422999999977,-0.0027800492307692437,0.0
2023-04-28,tou,C,0.25,0.1,13.885,13.885,0.1462,0.14620000000000002,0.1462,0.0,2.41805949,2.415217825,1.4900295999999997,1.488639575384615,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,0.0,0.0028416650000000487,-0.0013900246153846219,0.0
2023-04-28,tou,C,0.25,0.15,13.885,13.885,0.2193,0.2193,0.2193,0.0,2.41805949,2.4137969925,1.4900295999999997,1.4879445630769228,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,0.0,0.004262497500000073,-0.0020850369230769328,0.0
2023-04-28,tou,C,0.25,0.2,13.885,13.885,0.2924,0.29240000000000005,0.2924,0.0,2.41805949,2.41237616,1.4900295999999997,1.4872495507692305,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,0.0056833300000000975,-0.0027800492307692437,0.0
2023-04-28,tou,C,0.5,0.1,13.885,13.885,0.15350000000000003,0.15350000000000003,0.15350000000000003,2.7755575615628914e-17,2.41805949,2.409934226,1.4900295999999997,1.488974719230769,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,0.0,0.008125264000000243,-0.0010548807692307705,0.0
2023-04-28,tou,C,0.5,0.15,13.885,13.885,0.23024999999999998,0.23024999999999998,0.23024999999999998,-2.7755575615628914e-17,2.41805949,2.405871594,1.4900295999999997,1.4884472788461536,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,0.01218789599999992,-0.0015823211538461557,0.0
2023-04-28,tou,C,0.5,0.2,13.885,13.885,0.30700000000000005,0.30700000000000005,0.30700000000000005,5.551115123125783e-17,2.41805949,2.401808962,1.4900295999999997,1.4879198384615382,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,0.0,0.016250528000000042,-0.002109761538461541,0.0
2023-04-28,tou,C,0.75,0.1,13.885,13.885,0.2082,0.2082,0.2082,0.0,2.41805949,2.396900269,1.4900295999999997,1.4896636484615382,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-3.552713678800501e-15,0.021159221000000006,-0.0003659515384615286,0.0
2023-04-28,tou,C,0.75,0.15,13.885,13.885,0.31229999999999997,0.3123,0.3123,-5.551115123125783e-17,2.41805949,2.3863206585,1.4900295999999997,1.4894806726923076,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,0.0,0.03173883150000023,-0.0005489273076921819,0.0
2023-04-28,tou,C,0.75,0.2,13.885,13.885,0.4164,0.4164,0.4164,0.0,2.41805949,2.375741048,1.4900295999999997,1.4892976969230767,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,0.04231844200000001,-0.0007319030769230572,0.0
2023-04-28,tou,C,1.0,0.1,13.885,13.885,0.2082,0.2082,0.2082,0.0,2.41805949,2.396900269,1.4900295999999997,1.4896636484615382,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-3.552713678800501e-15,0.021159221000000006,-0.0003659515384615286,0.0
2023-04-28,tou,C,1.0,0.15,13.885,13.885,0.31229999999999997,0.3123,0.3123,-5.551115123125783e-17,2.41805949,2.3863206585,1.4900295999999997,1.4894806726923076,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,0.0,0.03173883150000023,-0.0005489273076921819,0.0
2023-04-28,tou,C,1.0,0.2,13.885,13.885,0.4164,0.4164,0.4164,0.0,2.41805949,2.375741048,1.4900295999999997,1.4892976969230767,1.282,1.282,1.4102000000000001,1.0574999999999997,False,False,-1.7763568394002505e-15,0.04231844200000001,-0.0007319030769230572,0.0
2023-04-29,flat,A,,0.1,15.841999999999999,15.841999999999999,0.2521,0.2521,0.2521,0.0,1.7847376299999997,1.7791016899999996,1.3807887199999995,1.3807887199999995,1.28,1.28,1.4080000000000001,0.9195,False,False,-3.552713678800501e-15,0.005635940000000117,0.0,0.0
2023-04-29,flat,A,,0.15,15.841999999999999,15.842,0.37815,0.37815,0.37815,0.0,1.7847376299999997,1.7762837199999997,1.3807887199999995,1.3807887199999995,1.28,1.35115,1.4080000000000001,0.9195,False,False,-3.552713678800501e-15,0.008453910000000064,0.0,1.7763568394002505e-15
2023-04-29,flat,A,,0.2,15.841999999999999,15.842,0.5042,0.5042,0.5042,0.0,1.7847376299999997,1.7747293419999997,1.3807887199999995,1.3807887199999995,1.28,1.4080000000000001,1.4080000000000001,0.9195,False,False,0.0,0.010008288000000087,0.0,1.7763568394002505e-15
2023-04-29,flat,B,,0.1,15.841999999999999,15.842,0.2521,0.2521,0.2521,0.0,1.7847376299999997,1.7555858019999997,1.3807887199999995,1.3807887199999995,1.28,1.28,1.4080000000000001,0.9195,False,False,-3.552713678800501e-15,0.029151828000000046,0.0,1.7763568394002505e-15
2023-04-29,flat,B,,0.15,15.841999999999999,15.842,0.37815,0.37815,0.37815,0.0,1.7847376299999997,1.7410098879999996,1.3807887199999995,1.3807887199999995,1.28,1.28,1.4080000000000001,0.9195,False,False,-3.552713678800501e-15,0.04372774200000018,0.0,1.7763568394002505e-15
2023-04-29,flat,B,,0.2,15.841999999999999,15.842,0.5042,0.5042,0.5042,0.0,1.7847376299999997,1.7264339739999996,1.3807887199999995,1.3807887199999995,1.28,1.28,1.4080000000000001,0.9195,False,False,-3.552713678800501e-15,0.05830365600000009,0.0,1.7763568394002505e-15
2023-04-29,flat,C,0.0,0.1,15.841999999999999,15.841999999999999,0.2521,0.2521,0.2521,0.0,1.7847376299999997,1.7791016899999996,1.3807887199999995,1.3807887199999995,1.28,1.28,1.4080000000000001,0.9195,False,False,-3.552713678800501e-15,0.005635940000000117,0.0,0.0
2023-04-29,flat,C,0.0,0.15,15.841999999999999,15.842,0.37815,0.37815,0.37815,0.0,1.7847376299999997,1.7762837199999997,1.3807887199999995,1.3807887199999995,1.28,1.35115,1.4080000000000001,0.9195,False,False,-3.552713678800501e-15,0.008453910000000064,0.0,1.7763568394002505e-15
2023-04-29,flat,C,0.0,0.2,15.841999999999999,15.842,0.5042,0.5042,0.5042,0.0,1.7847376299999997,1.7747293419999997,1.3807887199999995,1.3807887199999995,1.28,1.4080000000000001,1.4080000000000001,0.9195,False,False,0.0,0.010008288000000087,0.0,1.7763568394002505e-15
2023-04-29,flat,C,0.25,0.1,15.841999999999999,15.842,0.2521,0.2521,0.2521,0.0,1.7847376299999997,1.7555858019999997,1.3807887199999995,1.3807887199999995,1.28,1.28,1.4080000000000001,0.9195,False,False,-3.552713678800501e-15,0.029151828000000046,0.0,1.7763568394002505e-15
2023-04-29,flat,C,0.25,0.15,15.841999999999999,15.842,0.37815,0.37815,0.37815,0.0,1.7847376299999997,1.7410098879999996,1.3807887199999995,1.3807887199999995,1.28,1.28,1.4080000000000001,0.9195,False,False,-3.552713678800501e-15,0.04372774200000018,0.0,1.7763568394002505e-15
2023-04-29,flat,C,0.25,0.2,15.841999999999999,15.842,0.5042,0.5042,0.5042,0.0,1.7847376299999997,1.7264339739999996,1.3807887199999995,1.3807887199999995,1.28,1.28,1.4080000000000001,0.9195,False,False,-3.552713678800501e-15,0.05830365600000009,0.0,1.7763568394002505e-15
2023-04-29,flat,C,0.5,0.1,15.841999999999999,15.842,0.2521,0.2521,0.2521,0.0,1.7847376299999997,1.7555858019999997,1.3807887199999995,1.3807887199999995,1.28,1.28,1.4080000000000001,0.9195,False,False,-3.552713678800501e-15,0.029151828000000046,0.0,1.7763568394002505e-15
2023-04-29,flat,C,0.5,0.15,15.841999999999999,15.842,0.37815,0.37815,0.37815,0.0,1.7847376299999997,1.7410098879999996,1.3807887199999995,1.3807887199999995,1.28,1.28,1.4080000000000001,0.9195,False,False,-3.552713678800501e-15,0.04372774200000018,0.0,1.7763568394002505e-15
2023-04-29,flat,C,0.5,0.2,15.841999999999999,15.842,0.5042,0.5042,0.5042,0.0,1.7847376299999997,1.7264339739999996,1.3807887199999995,1.3807887199999995,1.28,1.28,1.4080000000000001,0.9195,False,False,-3.552713678800501e-15,0.05830365600000009,0.0,1.7763568394002505e-15
2023-04-29,flat,C,0.75,0.1,15.841999999999999,15.842,0.2521,0.2521,0.2521,0.0,1.7847376299999997,1.7555858019999997,1.3807887199999995,1.3807887199999995,1.28,1.28,1.4080000000000001,0.9195,False,False,-3.552713678800501e-15,0.029151828000000046,0.0,1.7763568394002505e-15
2023-04-29,flat,C,0.75,0.15,15.841999999999999,15.842,0.37815,0.37815,0.37815,0.0,1.7847376299999997,1.7410098879999996,1.3807887199999995,1.3807887199999995,1.28,1.28,1.4080000000000001,0.9195,False,False,-3.552713678800501e-15,0.04372774200000018,0.0,1.7763568394002505e-15
2023-04-29,flat,C,0.75,0.2,15.841999999999999,15.842,0.5042,0.5042,0.5042,0.0,1.7847376299999997,1.7264339739999996,1.3807887199999995,1.3807887199999995,1.28,1.28,1.4080000000000001,0.9195,False,False,-3.552713678800501e-15,0.05830365600000009,0.0,1.7763568394002505e-15
2023-04-29,flat,C,1.0,0.1,15.841999999999999,15.842,0.2521,0.2521,0.2521,0.0,1.7847376299999997,1.7555858019999997,1.3807887199999995,1.3807887199999995,1.28,1.28,1.4080000000000001,0.9195,False,False,-3.552713678800501e-15,0.029151828000000046,0.0,1.7763568394002505e-15
2023-04-29,flat,C,1.0,0.15,15.841999999999999,15.842,0.37815,0.37815,0.37815,0.0,1.7847376299999997,1.7410098879999996,1.3807887199999995,1.3807887199999995,1.28,1.28,1.4080000000000001,0.9195,False,False,-3.552713678800501e-15,0.04372774200000018,0.0,1.7763568394002505e-15
2023-04-29,flat,C,1.0,0.2,15.841999999999999,15.842,0.5042,0.5042,0.5042,0.0,1.7847376299999997,1.7264339739999996,1.3807887199999995,1.3807887199999995,1.28,1.28,1.4080000000000001,0.9195,False,False,-3.552713678800501e-15,0.05830365600000009,0.0,1.7763568394002505e-15
2023-04-29,rtp,A,,0.1,15.841999999999999,15.842,0.1158,0.1158,0.1158,0.0,1.7847376299999997,1.7753361429999996,1.3836483099999997,1.3737049059999997,1.28,1.28,1.4080000000000001,0.9195,False,False,-1.7763568394002505e-15,0.009401487000000097,-0.009943403999999934,1.7763568394002505e-15
2023-04-29,rtp,A,,0.15,15.841999999999999,15.842,0.1737,0.1737,0.1737,0.0,1.7847376299999997,1.7706353994999997,1.3836483099999997,1.3687332039999995,1.28,1.28,1.4080000000000001,0.9195,False,False,-3.552713678800501e-15,0.014102230500000035,-0.014915106000000122,1.7763568394002505e-15
2023-04-29,rtp,A,,0.2,15.841999999999999,15.842,0.2316,0.2316,0.2316,0.0,1.7847376299999997,1.7659346559999995,1.3836483099999997,1.3637615019999996,1.28,1.28,1.4080000000000001,0.9195,False,False,-1.7763568394002505e-15,0.018802974000000194,-0.01988680800000009,1.7763568394002505e-15
2023-04-29,rtp,B,,0.1,15.841999999999999,15.842,0.2521,0.2521,0.2521,0.0,1.7847376299999997,1.7555858019999997,1.3836483099999997,1.3650105419999996,1.28,1.28,1.4080000000000001,0.9195,False,False,-3.552713678800501e-15,0.029151828000000046,-0.018637768000000055,1.7763568394002505e-15
2023-04-29,rtp,B,,0.15,15.841999999999999,15.842,0.37815,0.37815,0.37815,0.0,1.7847376299999997,1.7410098879999996,1.3836483099999997,1.3556916579999996,1.28,1.28,1.4080000000000001,0.9195,False,False,-3.552713678800501e-15,0.04372774200000018,-0.027956652000000082,1.7763568394002505e-15
2023-04-29,rtp,B,,0.2,15.841999999999999,15.842,0.5042,0.5042,0.5042,0.0,1.7847376299999997,1.7264339739999996,1.3836483099999997,1.3463727739999996,1.28,1.28,1.4080000000000001,0.9195,False,False,-3.552713678800501e-15,0.05830365600000009,-0.03727553600000011,1.7763568394002505e-15
2023-04-29,rtp,C,0.0,0.1,15.841999999999999,15.842,0.1158,0.1158,0.1158,0.0,1.7847376299999997,1.7753361429999996,1.3836483099999997,1.3737049059999997,1.28,1.28,1.4080000000000001,0.9195,False,False,-1.7763568394002505e-15,0.009401487000000097,-0.009943403999999934,1.7763568394002505e-15
2023-04-29,rtp,C,0.0,0.15,15.841999999999999,15.842,0.1737,0.1737,0.1737,0.0,1.7847376299999997,1.7706353994999997,1.3836483099999997,1.3687332039999995,1.28,1.28,1.4080000000000001,0.9195,False,False,-3.552713678800501e-15,0.014102230500000035,-0.014915106000000122,1.7763568394002505e-15
