Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO2/kWh (direct),Carbon intensity gCO2/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2023/1/2 1:00,Portugal,Portugal,PT,31.48,62.95,95.6,94.96,entsoe.eu,FALSE,
2023/1/2 2:00,Portugal,Portugal,PT,36.27,67.05,95.77,95.65,entsoe.eu,FALSE,
2023/1/2 3:00,Portugal,Portugal,PT,40.54,71.47,94.61,94.61,entsoe.eu,FALSE,
2023/1/2 4:00,Portugal,Portugal,PT,51.62,86.05,90.81,90.81,entsoe.eu,FALSE,
2023/1/2 5:00,Portugal,Portugal,PT,82.59,118.98,84.54,84.54,entsoe.eu,FALSE,
2023/1/2 6:00,Portugal,Portugal,PT,93.03,134.45,80.49,80.49,entsoe.eu,FALSE,
2023/1/2 7:00,Portugal,Portugal,PT,104.94,139.83,80.89,80.89,entsoe.eu,FALSE,
2023/1/2 8:00,Portugal,Portugal,PT,105.51,138.89,81.03,81.03,entsoe.eu,FALSE,
2023/1/2 9:00,Portugal,Portugal,PT,111.62,147.53,79.08,79.08,entsoe.eu,FALSE,
2023/1/2 10:00,Portugal,Portugal,PT,111.95,153.17,76.99,76.99,entsoe.eu,FALSE,
2023/1/2 11:00,Portugal,Portugal,PT,97.77,135.49,80.6,80.6,entsoe.eu,FALSE,
2023/1/2 12:00,Portugal,Portugal,PT,95.17,132.47,81.21,81.21,entsoe.eu,FALSE,
2023/1/2 13:00,Portugal,Portugal,PT,96.62,134.9,80.67,80.67,entsoe.eu,FALSE,
2023/1/2 14:00,Portugal,Portugal,PT,99.25,136.83,80.53,80.53,entsoe.eu,FALSE,
2023/1/2 15:00,Portugal,Portugal,PT,105.51,141.78,80.08,80.08,entsoe.eu,FALSE,
2023/1/2 16:00,Portugal,Portugal,PT,112.21,144.87,80.45,80.45,entsoe.eu,FALSE,
2023/1/2 17:00,Portugal,Portugal,PT,116.65,150.36,79.21,79.21,entsoe.eu,FALSE,
2023/1/2 18:00,Portugal,Portugal,PT,116.9,149.52,79.69,79.69,entsoe.eu,FALSE,
2023/1/2 19:00,Portugal,Portugal,PT,119.29,152.87,79.05,79.05,entsoe.eu,FALSE,
2023/1/2 20:00,Portugal,Portugal,PT,118.22,153.02,78.73,78.73,entsoe.eu,FALSE,
2023/1/2 21:00,Portugal,Portugal,PT,116.4,152.51,78.46,78.46,entsoe.eu,FALSE,
2023/1/2 22:00,Portugal,Portugal,PT,111.55,148.48,78.99,78.99,entsoe.eu,FALSE,
2023/1/2 23:00,Portugal,Portugal,PT,98.69,141.89,78.7,78.52,entsoe.eu,FALSE,
2023/1/3 0:00,Portugal,Portugal,PT,90.2,137.46,78.12,76.8,entsoe.eu,FALSE,
2023/1/3 1:00,Portugal,Portugal,PT,88.89,139.99,76.81,76,entsoe.eu,FALSE,
2023/1/3 2:00,Portugal,Portugal,PT,87.2,137.75,77.28,76.41,entsoe.eu,FALSE,
2023/1/3 3:00,Portugal,Portugal,PT,82.7,131.82,78.28,78.28,entsoe.eu,FALSE,
2023/1/3 4:00,Portugal,Portugal,PT,83.57,131.89,78.2,78.2,entsoe.eu,FALSE,
2023/1/3 5:00,Portugal,Portugal,PT,102.11,147.36,76.73,76.73,entsoe.eu,FALSE,
2023/1/3 6:00,Portugal,Portugal,PT,106.27,148.6,76.88,76.88,entsoe.eu,FALSE,
2023/1/3 7:00,Portugal,Portugal,PT,113.58,150.06,78.34,78.34,entsoe.eu,FALSE,
2023/1/3 8:00,Portugal,Portugal,PT,116.47,149.77,79.2,79.2,entsoe.eu,FALSE,
2023/1/3 9:00,Portugal,Portugal,PT,112.83,154.52,76.24,76.24,entsoe.eu,FALSE,
2023/1/3 10:00,Portugal,Portugal,PT,108.52,156.67,74.25,74.25,entsoe.eu,FALSE,
2023/1/3 11:00,Portugal,Portugal,PT,108.75,163.58,71.49,70.85,entsoe.eu,FALSE,
2023/1/3 12:00,Portugal,Portugal,PT,112.98,168.94,70.33,69.78,entsoe.eu,FALSE,
2023/1/3 13:00,Portugal,Portugal,PT,111.4,167.02,70.62,70.43,entsoe.eu,FALSE,
2023/1/3 14:00,Portugal,Portugal,PT,108.72,163.89,71.28,71.28,entsoe.eu,FALSE,
2023/1/3 15:00,Portugal,Portugal,PT,114.13,170.73,69.98,69.58,entsoe.eu,FALSE,
2023/1/3 16:00,Portugal,Portugal,PT,135.86,183.62,70.12,70.12,entsoe.eu,FALSE,
2023/1/3 17:00,Portugal,Portugal,PT,145.62,185.38,71.87,71.87,entsoe.eu,FALSE,
2023/1/3 18:00,Portugal,Portugal,PT,150.31,194.18,69.18,69.18,entsoe.eu,FALSE,
2023/1/3 19:00,Portugal,Portugal,PT,145.7,188.08,70.44,70.44,entsoe.eu,FALSE,
2023/1/3 20:00,Portugal,Portugal,PT,144.06,189.64,69.33,69.33,entsoe.eu,FALSE,
2023/1/3 21:00,Portugal,Portugal,PT,139.89,191.79,67.27,67.27,entsoe.eu,FALSE,
2023/1/3 22:00,Portugal,Portugal,PT,136.09,195.08,64.82,64.51,entsoe.eu,FALSE,
2023/1/3 23:00,Portugal,Portugal,PT,124.46,173.18,71.3,71.3,entsoe.eu,FALSE,
2023/1/4 0:00,Portugal,Portugal,PT,98.55,142.31,77.74,77.74,entsoe.eu,FALSE,
2023/1/4 1:00,Portugal,Portugal,PT,89.72,133.71,79.3,79.3,entsoe.eu,FALSE,
2023/1/4 2:00,Portugal,Portugal,PT,85.41,135.03,77.57,77.57,entsoe.eu,FALSE,
2023/1/4 3:00,Portugal,Portugal,PT,84.09,133.27,77.92,77.92,entsoe.eu,FALSE,
2023/1/4 4:00,Portugal,Portugal,PT,81.72,130,78.68,78.68,entsoe.eu,FALSE,
2023/1/4 5:00,Portugal,Portugal,PT,90.23,139.28,77.24,77.24,entsoe.eu,FALSE,
2023/1/4 6:00,Portugal,Portugal,PT,108.39,162.99,71.71,70.5,entsoe.eu,FALSE,
2023/1/4 7:00,Portugal,Portugal,PT,115.87,148.14,79.57,79.57,entsoe.eu,FALSE,
2023/1/4 8:00,Portugal,Portugal,PT,113.97,145.05,80.34,80.34,entsoe.eu,FALSE,
2023/1/4 9:00,Portugal,Portugal,PT,109.64,146.79,78.61,78.61,entsoe.eu,FALSE,
2023/1/4 10:00,Portugal,Portugal,PT,101.51,142.85,77.91,77.91,entsoe.eu,FALSE,
2023/1/4 11:00,Portugal,Portugal,PT,111.45,159.44,74.66,72.45,entsoe.eu,FALSE,
2023/1/4 12:00,Portugal,Portugal,PT,108.34,158.83,74.33,70.96,entsoe.eu,FALSE,
2023/1/4 13:00,Portugal,Portugal,PT,103.58,152.58,75.7,72.98,entsoe.eu,FALSE,
2023/1/4 14:00,Portugal,Portugal,PT,108.04,154.4,76.19,73.35,entsoe.eu,FALSE,
2023/1/4 15:00,Portugal,Portugal,PT,102.83,147.45,77.04,74.92,entsoe.eu,FALSE,
2023/1/4 16:00,Portugal,Portugal,PT,118.97,160.25,75.57,75.57,entsoe.eu,FALSE,
2023/1/4 17:00,Portugal,Portugal,PT,119.56,146.35,81.58,81.58,entsoe.eu,FALSE,
2023/1/4 18:00,Portugal,Portugal,PT,118.61,145.9,81.54,81.54,entsoe.eu,FALSE,
2023/1/4 19:00,Portugal,Portugal,PT,118.9,145.62,81.69,81.69,entsoe.eu,FALSE,
2023/1/4 20:00,Portugal,Portugal,PT,125.17,157.59,78.06,78.06,entsoe.eu,FALSE,
2023/1/4 21:00,Portugal,Portugal,PT,117.67,154.22,77.47,77.47,entsoe.eu,FALSE,
2023/1/4 22:00,Portugal,Portugal,PT,104.16,145.07,77.72,76.54,entsoe.eu,FALSE,
2023/1/4 23:00,Portugal,Portugal,PT,93.83,130.65,81.06,81.06,entsoe.eu,FALSE,
2023/1/5 0:00,Portugal,Portugal,PT,69.28,107,84.73,84.73,entsoe.eu,FALSE,
2023/1/5 1:00,Portugal,Portugal,PT,73.52,111.47,84,84,entsoe.eu,FALSE,
2023/1/5 2:00,Portugal,Portugal,PT,67.93,107.38,84.29,84.29,entsoe.eu,FALSE,
2023/1/5 3:00,Portugal,Portugal,PT,62.95,103.22,84.36,84.36,entsoe.eu,FALSE,
2023/1/5 4:00,Portugal,Portugal,PT,70.94,110.14,83.61,83.61,entsoe.eu,FALSE,
2023/1/5 5:00,Portugal,Portugal,PT,93.47,134.03,79.49,79.49,entsoe.eu,FALSE,
2023/1/5 6:00,Portugal,Portugal,PT,118.8,159.79,75.15,75.15,entsoe.eu,FALSE,
2023/1/5 7:00,Portugal,Portugal,PT,133.27,172.17,73.72,73.72,entsoe.eu,FALSE,
2023/1/5 8:00,Portugal,Portugal,PT,143.55,182.8,72.09,72.09,entsoe.eu,FALSE,
2023/1/5 9:00,Portugal,Portugal,PT,135.39,186.15,68.48,68.48,entsoe.eu,FALSE,
2023/1/5 10:00,Portugal,Portugal,PT,130.07,183.73,68.18,68.18,entsoe.eu,FALSE,
2023/1/5 11:00,Portugal,Portugal,PT,132.28,188.26,66.99,66.99,entsoe.eu,FALSE,
2023/1/5 12:00,Portugal,Portugal,PT,121.45,174.59,70.12,70.12,entsoe.eu,FALSE,
2023/1/5 13:00,Portugal,Portugal,PT,119.08,176.85,68.54,68.54,entsoe.eu,FALSE,
2023/1/5 14:00,Portugal,Portugal,PT,121.54,179.92,67.96,67.61,entsoe.eu,FALSE,
2023/1/5 15:00,Portugal,Portugal,PT,134.33,195.92,64.59,64.13,entsoe.eu,FALSE,
2023/1/5 16:00,Portugal,Portugal,PT,155.02,205.94,65.7,65.7,entsoe.eu,FALSE,
2023/1/5 17:00,Portugal,Portugal,PT,159.43,202.16,68.68,68.68,entsoe.eu,FALSE,
2023/1/5 18:00,Portugal,Portugal,PT,160.3,203.61,68.27,68.27,entsoe.eu,FALSE,
2023/1/5 19:00,Portugal,Portugal,PT,159.16,203.99,67.65,67.65,entsoe.eu,FALSE,
2023/1/5 20:00,Portugal,Portugal,PT,160.28,203.52,67.89,67.89,entsoe.eu,FALSE,
2023/1/5 21:00,Portugal,Portugal,PT,154.21,198.36,68.51,68.51,entsoe.eu,FALSE,
2023/1/5 22:00,Portugal,Portugal,PT,146.84,200.94,65.64,65.64,entsoe.eu,FALSE,
2023/1/5 23:00,Portugal,Portugal,PT,124.56,171.95,72.6,72.6,entsoe.eu,FALSE,
2023/1/6 0:00,Portugal,Portugal,PT,103.52,143.59,79.69,79.4,entsoe.eu,FALSE,
2023/1/6 1:00,Portugal,Portugal,PT,78.75,110.23,87.32,87.32,entsoe.eu,FALSE,
2023/1/6 2:00,Portugal,Portugal,PT,69.39,93.73,91.93,91.93,entsoe.eu,FALSE,
2023/1/6 3:00,Portugal,Portugal,PT,64.65,94.21,90.78,90.23,entsoe.eu,FALSE,
2023/1/6 4:00,Portugal,Portugal,PT,68.8,92.55,91.87,91.87,entsoe.eu,FALSE,
2023/1/6 5:00,Portugal,Portugal,PT,69.32,94.27,91,91,entsoe.eu,FALSE,
2023/1/6 6:00,Portugal,Portugal,PT,75.71,98.17,90.81,90.81,entsoe.eu,FALSE,
2023/1/6 7:00,Portugal,Portugal,PT,81.97,105.15,89.2,89.2,entsoe.eu,FALSE,
2023/1/6 8:00,Portugal,Portugal,PT,89.1,114.85,86.78,85.16,entsoe.eu,FALSE,
2023/1/6 9:00,Portugal,Portugal,PT,89.02,119.16,84.76,82.98,entsoe.eu,FALSE,
2023/1/6 10:00,Portugal,Portugal,PT,79.69,106.43,87.73,87.24,entsoe.eu,FALSE,
2023/1/6 11:00,Portugal,Portugal,PT,70.86,99.88,88.1,87.47,entsoe.eu,FALSE,
2023/1/6 12:00,Portugal,Portugal,PT,69.57,100.78,87.38,86.02,entsoe.eu,FALSE,
2023/1/6 13:00,Portugal,Portugal,PT,73.45,105.29,86.89,85.38,entsoe.eu,FALSE,
2023/1/6 14:00,Portugal,Portugal,PT,66.87,105.77,85.03,80.7,entsoe.eu,FALSE,
2023/1/6 15:00,Portugal,Portugal,PT,70.04,106.6,85.41,80.74,entsoe.eu,FALSE,
2023/1/6 16:00,Portugal,Portugal,PT,92.17,125.39,83.47,81.05,entsoe.eu,FALSE,
2023/1/6 17:00,Portugal,Portugal,PT,98.88,126.82,84.27,84.27,entsoe.eu,FALSE,
2023/1/6 18:00,Portugal,Portugal,PT,95.43,120.71,85.56,85.56,entsoe.eu,FALSE,
2023/1/6 19:00,Portugal,Portugal,PT,89.71,117.19,85.34,85.34,entsoe.eu,FALSE,
2023/1/6 20:00,Portugal,Portugal,PT,78.6,105.36,87.11,87.11,entsoe.eu,FALSE,
2023/1/6 21:00,Portugal,Portugal,PT,59.61,86.35,89.75,89.75,entsoe.eu,FALSE,
2023/1/6 22:00,Portugal,Portugal,PT,44.96,73.26,91.13,91.13,entsoe.eu,FALSE,
2023/1/6 23:00,Portugal,Portugal,PT,55.5,75.34,93.41,93.41,entsoe.eu,FALSE,
2023/1/7 0:00,Portugal,Portugal,PT,42.68,59.57,96.56,96.56,entsoe.eu,FALSE,
2023/1/7 1:00,Portugal,Portugal,PT,30.31,51.35,96.72,96.72,entsoe.eu,FALSE,
2023/1/7 2:00,Portugal,Portugal,PT,27.28,48.9,96.77,96.77,entsoe.eu,FALSE,
2023/1/7 3:00,Portugal,Portugal,PT,24.64,47.73,96.67,96.67,entsoe.eu,FALSE,
2023/1/7 4:00,Portugal,Portugal,PT,20.8,45.55,96.58,96.58,entsoe.eu,FALSE,
2023/1/7 5:00,Portugal,Portugal,PT,20.17,44.92,96.66,96.66,entsoe.eu,FALSE,
2023/1/7 6:00,Portugal,Portugal,PT,20.64,44.29,96.81,96.81,entsoe.eu,FALSE,
2023/1/7 7:00,Portugal,Portugal,PT,23.07,45.27,96.98,96.98,entsoe.eu,FALSE,
2023/1/7 8:00,Portugal,Portugal,PT,25.18,46.24,97.1,97.1,entsoe.eu,FALSE,
2023/1/7 9:00,Portugal,Portugal,PT,23.55,45.09,97.14,97.14,entsoe.eu,FALSE,
2023/1/7 10:00,Portugal,Portugal,PT,21.55,44.13,97.08,97.08,entsoe.eu,FALSE,
2023/1/7 11:00,Portugal,Portugal,PT,14.63,39.45,97.02,97.02,entsoe.eu,FALSE,
2023/1/7 12:00,Portugal,Portugal,PT,12.16,38.14,96.95,96.95,entsoe.eu,FALSE,
2023/1/7 13:00,Portugal,Portugal,PT,13.13,38.99,96.88,96.88,entsoe.eu,FALSE,
2023/1/7 14:00,Portugal,Portugal,PT,12.56,38.48,96.85,96.85,entsoe.eu,FALSE,
2023/1/7 15:00,Portugal,Portugal,PT,12.5,38.11,96.87,96.87,entsoe.eu,FALSE,
2023/1/7 16:00,Portugal,Portugal,PT,32.02,51.39,96.78,96.78,entsoe.eu,FALSE,
2023/1/7 17:00,Portugal,Portugal,PT,43.63,65.76,93.99,93.99,entsoe.eu,FALSE,
2023/1/7 18:00,Portugal,Portugal,PT,63.01,78.41,94.04,94.04,entsoe.eu,FALSE,
2023/1/7 19:00,Portugal,Portugal,PT,63.31,79.54,93.8,93.8,entsoe.eu,FALSE,
2023/1/7 20:00,Portugal,Portugal,PT,65.33,81.37,93.74,93.74,entsoe.eu,FALSE,
2023/1/7 21:00,Portugal,Portugal,PT,48.3,70.39,93.88,93.88,entsoe.eu,FALSE,
2023/1/7 22:00,Portugal,Portugal,PT,29.37,52.36,96.37,96.37,entsoe.eu,FALSE,
2023/1/7 23:00,Portugal,Portugal,PT,14.66,43.62,96.33,96.33,entsoe.eu,FALSE,
2023/1/8 0:00,Portugal,Portugal,PT,14.74,43.68,96.32,96.32,entsoe.eu,FALSE,
2023/1/8 1:00,Portugal,Portugal,PT,14.56,43.46,96.36,96.36,entsoe.eu,FALSE,
2023/1/8 2:00,Portugal,Portugal,PT,14.14,42.65,96.46,96.46,entsoe.eu,FALSE,
2023/1/8 3:00,Portugal,Portugal,PT,13.93,42.16,96.52,96.52,entsoe.eu,FALSE,
2023/1/8 4:00,Portugal,Portugal,PT,13.55,41.37,96.6,96.6,entsoe.eu,FALSE,
2023/1/8 5:00,Portugal,Portugal,PT,12.54,39.7,96.85,96.85,entsoe.eu,FALSE,
2023/1/8 6:00,Portugal,Portugal,PT,11.19,37.97,97.23,97.23,entsoe.eu,FALSE,
2023/1/8 7:00,Portugal,Portugal,PT,11.29,38.12,97.2,97.2,entsoe.eu,FALSE,
2023/1/8 8:00,Portugal,Portugal,PT,11.03,37.4,97.27,97.27,entsoe.eu,FALSE,
2023/1/8 9:00,Portugal,Portugal,PT,11.05,37.82,97.26,97.26,entsoe.eu,FALSE,
2023/1/8 10:00,Portugal,Portugal,PT,11.84,37.88,97.42,97.42,entsoe.eu,FALSE,
2023/1/8 11:00,Portugal,Portugal,PT,10.02,35.9,97.52,97.52,entsoe.eu,FALSE,
2023/1/8 12:00,Portugal,Portugal,PT,9.98,35.65,97.53,97.53,entsoe.eu,FALSE,
2023/1/8 13:00,Portugal,Portugal,PT,10.1,35.8,97.49,97.49,entsoe.eu,FALSE,
2023/1/8 14:00,Portugal,Portugal,PT,10.04,35.44,97.51,97.51,entsoe.eu,FALSE,
2023/1/8 15:00,Portugal,Portugal,PT,9.79,34.84,97.57,97.57,entsoe.eu,FALSE,
2023/1/8 16:00,Portugal,Portugal,PT,9.8,34.51,97.57,97.57,entsoe.eu,FALSE,
2023/1/8 17:00,Portugal,Portugal,PT,15.41,37.99,97.66,97.66,entsoe.eu,FALSE,
2023/1/8 18:00,Portugal,Portugal,PT,27.19,45.84,97.78,97.78,entsoe.eu,FALSE,
2023/1/8 19:00,Portugal,Portugal,PT,25.69,45.1,97.72,97.72,entsoe.eu,FALSE,
2023/1/8 20:00,Portugal,Portugal,PT,25.06,45.26,97.63,97.63,entsoe.eu,FALSE,
2023/1/8 21:00,Portugal,Portugal,PT,20.5,43.08,97.43,97.43,entsoe.eu,FALSE,
2023/1/8 22:00,Portugal,Portugal,PT,12.73,39.76,97.03,97.03,entsoe.eu,FALSE,
2023/1/8 23:00,Portugal,Portugal,PT,12.76,41.14,96.84,96.84,entsoe.eu,FALSE,
2023/1/9 0:00,Portugal,Portugal,PT,12.99,41.54,96.78,96.78,entsoe.eu,FALSE,
2023/1/9 1:00,Portugal,Portugal,PT,13.1,41.63,96.76,96.76,entsoe.eu,FALSE,
2023/1/9 2:00,Portugal,Portugal,PT,13.7,43.09,96.61,96.61,entsoe.eu,FALSE,
2023/1/9 3:00,Portugal,Portugal,PT,16.51,47.06,95.86,95.86,entsoe.eu,FALSE,
2023/1/9 4:00,Portugal,Portugal,PT,14.66,45.18,96.36,96.36,entsoe.eu,FALSE,
2023/1/9 5:00,Portugal,Portugal,PT,39.92,64.23,95.14,95.14,entsoe.eu,FALSE,
2023/1/9 6:00,Portugal,Portugal,PT,55.73,78.27,93.48,93.48,entsoe.eu,FALSE,
2023/1/9 7:00,Portugal,Portugal,PT,67.85,83.08,94.55,94.55,entsoe.eu,FALSE,
2023/1/9 8:00,Portugal,Portugal,PT,68.85,84.08,94.44,94.44,entsoe.eu,FALSE,
2023/1/9 9:00,Portugal,Portugal,PT,68.09,86.23,93.74,93.74,entsoe.eu,FALSE,
2023/1/9 10:00,Portugal,Portugal,PT,70.54,89.46,92.86,92.8,entsoe.eu,FALSE,
2023/1/9 11:00,Portugal,Portugal,PT,59.75,83.38,92.58,91.1,entsoe.eu,FALSE,
2023/1/9 12:00,Portugal,Portugal,PT,55.01,83.74,91.47,88.44,entsoe.eu,FALSE,
2023/1/9 13:00,Portugal,Portugal,PT,57.41,86.38,91.01,87.39,entsoe.eu,FALSE,
2023/1/9 14:00,Portugal,Portugal,PT,67.21,102.44,86.8,82.58,entsoe.eu,FALSE,
2023/1/9 15:00,Portugal,Portugal,PT,89.32,128.89,81.6,78.03,entsoe.eu,FALSE,
2023/1/9 16:00,Portugal,Portugal,PT,124.37,166.14,75.3,73.82,entsoe.eu,FALSE,
2023/1/9 17:00,Portugal,Portugal,PT,120.45,157.19,77.54,77.54,entsoe.eu,FALSE,
2023/1/9 18:00,Portugal,Portugal,PT,117.4,150.66,79.55,79.28,entsoe.eu,FALSE,
2023/1/9 19:00,Portugal,Portugal,PT,115.69,147.91,80.17,79.49,entsoe.eu,FALSE,
2023/1/9 20:00,Portugal,Portugal,PT,115.26,146.86,80.5,80.14,entsoe.eu,FALSE,
2023/1/9 21:00,Portugal,Portugal,PT,106.98,134.31,83.66,83.66,entsoe.eu,FALSE,
2023/1/9 22:00,Portugal,Portugal,PT,89.95,114.92,87.07,87.07,entsoe.eu,FALSE,
2023/1/9 23:00,Portugal,Portugal,PT,65.61,99.85,86.94,84.54,entsoe.eu,FALSE,
2023/1/10 0:00,Portugal,Portugal,PT,61.31,102.56,85,81.25,entsoe.eu,FALSE,
2023/1/10 1:00,Portugal,Portugal,PT,57.92,99.51,85.51,81.87,entsoe.eu,FALSE,
2023/1/10 2:00,Portugal,Portugal,PT,56.21,97.93,85.74,83.49,entsoe.eu,FALSE,
2023/1/10 3:00,Portugal,Portugal,PT,61.65,104.5,84.43,81.56,entsoe.eu,FALSE,
2023/1/10 4:00,Portugal,Portugal,PT,65.11,108.4,83.4,81.05,entsoe.eu,FALSE,
2023/1/10 5:00,Portugal,Portugal,PT,67.02,109.12,83.29,83.29,entsoe.eu,FALSE,
2023/1/10 6:00,Portugal,Portugal,PT,81.3,116.03,83.9,83.9,entsoe.eu,FALSE,
2023/1/10 7:00,Portugal,Portugal,PT,94.5,128.04,82.21,82.21,entsoe.eu,FALSE,
2023/1/10 8:00,Portugal,Portugal,PT,102.54,138.85,79.73,79.73,entsoe.eu,FALSE,
2023/1/10 9:00,Portugal,Portugal,PT,107.52,144.92,78.49,78.49,entsoe.eu,FALSE,
2023/1/10 10:00,Portugal,Portugal,PT,96.3,134.47,80.09,80.09,entsoe.eu,FALSE,
2023/1/10 11:00,Portugal,Portugal,PT,91.18,134.39,78.93,78.35,entsoe.eu,FALSE,
2023/1/10 12:00,Portugal,Portugal,PT,97.03,143.62,76.58,75.71,entsoe.eu,FALSE,
2023/1/10 13:00,Portugal,Portugal,PT,101.37,150.33,75.14,73.99,entsoe.eu,FALSE,
2023/1/10 14:00,Portugal,Portugal,PT,91.18,139.57,76.51,74.53,entsoe.eu,FALSE,
2023/1/10 15:00,Portugal,Portugal,PT,99.83,141.48,77.92,77.92,entsoe.eu,FALSE,
2023/1/10 16:00,Portugal,Portugal,PT,105.06,141.63,79.18,79.18,entsoe.eu,FALSE,
2023/1/10 17:00,Portugal,Portugal,PT,107.41,140.45,80.27,80.27,entsoe.eu,FALSE,
2023/1/10 18:00,Portugal,Portugal,PT,102.19,137.24,80.08,80.08,entsoe.eu,FALSE,
2023/1/10 19:00,Portugal,Portugal,PT,100.01,138.34,79.04,79.04,entsoe.eu,FALSE,
2023/1/10 20:00,Portugal,Portugal,PT,80.9,115.37,83.74,83.74,entsoe.eu,FALSE,
2023/1/10 21:00,Portugal,Portugal,PT,68.83,103.67,85.62,85.07,entsoe.eu,FALSE,
2023/1/10 22:00,Portugal,Portugal,PT,62.29,99.02,85.96,84.92,entsoe.eu,FALSE,
2023/1/10 23:00,Portugal,Portugal,PT,41.51,77.83,89.37,88.25,entsoe.eu,FALSE,
2023/1/11 0:00,Portugal,Portugal,PT,24.14,55.94,94.37,90.65,entsoe.eu,FALSE,
2023/1/11 1:00,Portugal,Portugal,PT,24.25,56.45,94.32,90.75,entsoe.eu,FALSE,
2023/1/11 2:00,Portugal,Portugal,PT,25.26,57.68,94.11,90.21,entsoe.eu,FALSE,
2023/1/11 3:00,Portugal,Portugal,PT,22.85,54.63,94.6,91.67,entsoe.eu,FALSE,
2023/1/11 4:00,Portugal,Portugal,PT,20.64,52.2,94.99,93.57,entsoe.eu,FALSE,
2023/1/11 5:00,Portugal,Portugal,PT,36.91,72.49,90.43,90.43,entsoe.eu,FALSE,
2023/1/11 6:00,Portugal,Portugal,PT,68.2,107.81,83.52,83.52,entsoe.eu,FALSE,
2023/1/11 7:00,Portugal,Portugal,PT,95.16,125.68,83.28,83.28,entsoe.eu,FALSE,
2023/1/11 8:00,Portugal,Portugal,PT,84.97,118.11,83.45,83.45,entsoe.eu,FALSE,
2023/1/11 9:00,Portugal,Portugal,PT,82.34,116.53,83.51,83.51,entsoe.eu,FALSE,
2023/1/11 10:00,Portugal,Portugal,PT,76.96,115.44,82.53,82.53,entsoe.eu,FALSE,
2023/1/11 11:00,Portugal,Portugal,PT,69.64,112.62,82.06,82.06,entsoe.eu,FALSE,
2023/1/11 12:00,Portugal,Portugal,PT,63.45,105.68,83.74,83.23,entsoe.eu,FALSE,
2023/1/11 13:00,Portugal,Portugal,PT,65.57,108.81,83.31,81.72,entsoe.eu,FALSE,
2023/1/11 14:00,Portugal,Portugal,PT,66.06,108.38,83.34,81.24,entsoe.eu,FALSE,
